id,target,dilution,Ct_Mean,delta_Ct
SCr-769,coho,1:1,37.33160781860352,-1.2861862182617045
SCr-769,coho,1:5,38.61779403686523,
SCr-769,trout,1:1,32.01669311523437,-1.1904563903808665
SCr-769,trout,1:5,33.207149505615234,
SCr-77,coho,1:1,35.69239807,-2.62637711
SCr-77,coho,1:5,38.31877518,
SCr-77,trout,1:1,33.77217484,-1.940773010000001
SCr-77,trout,1:5,35.71294785,
SCr-770,coho,1:1,33.82827377319336,-1.9460716247558594
SCr-770,coho,1:5,35.77434539794922,
SCr-770,trout,1:1,30.2622127532959,-2.3316478729247976
SCr-770,trout,1:5,32.593860626220696,
SCr-771,coho,1:1,35.18685531616211,0.09915924072266336
SCr-771,coho,1:5,35.087696075439446,
SCr-771,trout,1:1,30.33003044128418,-1.9040393829345703
SCr-771,trout,1:5,32.23406982421875,
SCr-772,coho,1:1,32.77589797973633,-1.8982162475585938
SCr-772,coho,1:5,34.67411422729492,
SCr-772,trout,1:1,30.1296443939209,-2.204996109008796
SCr-772,trout,1:5,32.334640502929695,
SCr-773,coho,1:1,,
SCr-773,coho,1:5,,
SCr-773,trout,1:1,,
SCr-773,trout,1:5,36.45874786376953,
SCr-774,coho,1:1,33.654430389404304,-0.942176818847642
SCr-774,coho,1:5,34.596607208251946,
SCr-774,trout,1:1,30.358312606811523,-1.8371219635009766
SCr-774,trout,1:5,32.1954345703125,
SCr-775,coho,1:1,33.654098510742195,-1.8490409851074148
SCr-775,coho,1:5,35.50313949584961,
SCr-775,trout,1:1,30.6853084564209,-2.513265609741211
SCr-775,trout,1:5,33.19857406616211,
SCr-776,coho,1:1,34.822784423828125,-0.6685333251953125
SCr-776,coho,1:5,35.49131774902344,
SCr-776,trout,1:1,30.08576774597168,-2.3145503997802663
SCr-776,trout,1:5,32.400318145751946,
SCr-777,coho,1:1,36.74006271362305,0.28205108642577414
SCr-777,coho,1:5,36.45801162719727,
SCr-777,trout,1:1,29.70900917053223,-1.8307762145996094
SCr-777,trout,1:5,31.53978538513184,
SCr-778,coho,1:1,35.82546615600586,-0.3843536376953125
SCr-778,coho,1:5,36.20981979370117,
SCr-778,trout,1:1,30.27869987487793,-2.1217098236083984
SCr-778,trout,1:5,32.40040969848633,
SCr-779,coho,1:1,33.62630844116211,-1.3406715393066406
SCr-779,coho,1:5,34.96697998046875,
SCr-779,trout,1:1,29.873619079589844,-1.9761886596679652
SCr-779,trout,1:5,31.84980773925781,
SCr-78,coho,1:1,34.035472869873054,-2.1710128784179616
SCr-78,coho,1:5,36.206485748291016,
SCr-78,trout,1:1,31.13620758056641,-1.7861289978027308
SCr-78,trout,1:5,32.92233657836914,
SCr-780,coho,1:1,34.412811279296875,-2.8189659118652344
SCr-780,coho,1:5,37.23177719116211,
SCr-780,trout,1:1,29.075334548950195,-3.4701671600341726
SCr-780,trout,1:5,32.54550170898437,
SCr-781,coho,1:1,34.69942855834961,-2.56854248046875
SCr-781,coho,1:5,37.26797103881836,
SCr-781,trout,1:1,29.94078254699707,-3.229764938354485
SCr-781,trout,1:5,33.170547485351555,
SCr-782,coho,1:1,,
SCr-782,coho,1:5,36.24959945678711,
SCr-782,trout,1:1,30.087892532348636,-1.535678863525387
SCr-782,trout,1:5,31.623571395874023,
SCr-783,coho,1:1,,
SCr-783,coho,1:5,36.66961669921875,
SCr-783,trout,1:1,31.098663330078125,-1.4644775390625
SCr-783,trout,1:5,32.563140869140625,
SCr-784,coho,1:1,,
SCr-784,coho,1:5,38.91473388671875,
SCr-784,trout,1:1,31.95656776428223,-0.18657112121582387
SCr-784,trout,1:5,32.143138885498054,
SCr-785,coho,1:1,38.576847076416016,2.6481285095214844
SCr-785,coho,1:5,35.92871856689453,
SCr-785,trout,1:1,29.509431838989254,-1.7904891967773473
SCr-785,trout,1:5,31.2999210357666,
SCr-786,coho,1:1,,
SCr-786,coho,1:5,37.14453506469727,
SCr-786,trout,1:1,30.18898582458496,-1.7761859893798828
SCr-786,trout,1:5,31.965171813964844,
SCr-787,coho,1:1,35.95258331298828,
SCr-787,trout,1:1,30.8898983001709,
SCr-788,coho,1:1,36.05060958862305,-1.7159576416015625
SCr-788,coho,1:5,37.76656723022461,
SCr-789,coho,1:1,36.02216720581055,-2.5009880065917898
SCr-789,coho,1:5,38.52315521240234,
SCr-789,trout,1:1,32.015193939208984,-2.1252822875976562
SCr-789,trout,1:5,34.14047622680664,
SCr-79,coho,1:1,,
SCr-79,coho,1:5,37.35768127,
SCr-79,trout,1:1,36.24537277,2.5166549700000047
SCr-79,trout,1:5,33.7287178,
SCr-790,coho,1:1,,
SCr-790,coho,1:5,38.0783805847168,
SCr-790,trout,1:1,31.91065216064453,-0.33390426635741477
SCr-790,trout,1:5,32.244556427001946,
SCr-791,coho,1:1,,
SCr-791,coho,1:5,38.42399597167969,
SCr-791,trout,1:1,33.925857543945305,0.02956008911132102
SCr-791,trout,1:5,33.896297454833984,
SCr-792,coho,1:1,37.04020690917969,-0.8055229187011719
SCr-792,coho,1:5,37.84572982788086,
SCr-792,trout,1:1,31.66395378112793,-1.7885799407958984
SCr-792,trout,1:5,33.45253372192383,
SCr-793,coho,1:1,38.16765975952149,1.9903793334961009
SCr-793,coho,1:5,36.17728042602539,
SCr-793,trout,1:1,29.294044494628906,-1.1755733489990234
SCr-793,trout,1:5,30.46961784362793,
SCr-794,coho,1:1,,
SCr-794,coho,1:5,38.8292350769043,
SCr-794,trout,1:1,32.494033813476555,-1.0407676696777486
SCr-794,trout,1:5,33.534801483154304,
SCr-795,coho,1:1,,
SCr-795,coho,1:5,37.9971809387207,
SCr-795,trout,1:1,31.963605880737305,-0.6442317962646413
SCr-795,trout,1:5,32.607837677001946,
SCr-796,coho,1:1,33.79742431640625,-1.8773384094238281
SCr-796,coho,1:5,35.67476272583008,
SCr-796,trout,1:1,30.22175025939941,-2.1990146636962855
SCr-796,trout,1:5,32.420764923095696,
SCr-797,coho,1:1,35.852012634277344,-0.09345245361328125
SCr-797,coho,1:5,35.945465087890625,
SCr-797,trout,1:1,29.791540145874023,-1.7320652008056676
SCr-797,trout,1:5,31.52360534667969,
SCr-798,coho,1:1,34.73028564453125,-0.7519836425781179
SCr-798,coho,1:5,35.48226928710937,
SCr-798,trout,1:1,30.10751342773437,-2.062759399414073
SCr-798,trout,1:5,32.170272827148445,
SCr-799,coho,1:1,34.673866271972656,-0.2760658264160156
SCr-799,coho,1:5,34.94993209838867,
SCr-799,trout,1:1,29.47404479980469,-1.9110317230224574
SCr-799,trout,1:5,31.38507652282715,
SCr-8,coho,1:1,,
SCr-8,coho,1:5,,
SCr-8,trout,1:1,37.6962204,
SCr-8,trout,1:5,,
SCr-80,coho,1:1,36.92326736,-0.7328643800000023
SCr-80,coho,1:5,37.65613174,
SCr-80,trout,1:1,35.2842865,1.5231704700000037
SCr-80,trout,1:5,33.76111603,
SCr-800,coho,1:1,36.38474655151367,-0.055198669433600855
SCr-800,coho,1:5,36.43994522094727,
SCr-800,trout,1:1,30.324676513671875,-1.9797248840332031
SCr-800,trout,1:5,32.30440139770508,
SCr-801,coho,1:1,34.140270233154304,-1.9671783447265554
SCr-801,coho,1:5,36.10744857788086,
SCr-801,trout,1:1,29.93144226074219,-2.2101440429687536
SCr-801,trout,1:5,32.141586303710945,
SCr-802,coho,1:1,34.158946990966804,-1.8418197631835866
SCr-802,coho,1:5,36.00076675415039,
SCr-802,trout,1:1,29.072982788085934,-2.223068237304691
SCr-802,trout,1:5,31.296051025390625,
SCr-803,coho,1:1,33.87604141235352,-2.1606597900390554
SCr-803,coho,1:5,36.03670120239258,
SCr-803,trout,1:1,29.81144905090332,-1.9252052307128906
SCr-803,trout,1:5,31.73665428161621,
SCr-804,coho,1:1,34.326828002929695,-1.9108734130859304
SCr-804,coho,1:5,36.237701416015625,
SCr-804,trout,1:1,30.452402114868164,-1.8625545501708913
SCr-804,trout,1:5,32.314956665039055,
SCr-805,coho,1:1,,
SCr-805,coho,1:5,36.27265548706055,
SCr-805,trout,1:1,31.57133483886719,-0.7986984252929723
SCr-805,trout,1:5,32.37003326416016,
SCr-806,coho,1:1,,
SCr-806,coho,1:5,36.75304413,
SCr-806,trout,1:1,31.6149044,1.15795898
SCr-806,trout,1:5,30.45694542,
SCr-807,coho,1:1,34.90397644,-2.9015312200000025
SCr-807,coho,1:5,37.80550766,
SCr-807,trout,1:1,30.59305573,-2.1080436700000043
SCr-807,trout,1:5,32.701099400000004,
SCr-808,coho,1:1,34.80249786,-1.2117195199999955
SCr-808,coho,1:5,36.01421738,
SCr-808,trout,1:1,30.38616943,-2.2719001799999994
SCr-808,trout,1:5,32.65806961,
SCr-809,coho,1:1,34.07070541,-1.4286041299999965
SCr-809,coho,1:5,35.49930954,
SCr-809,trout,1:1,28.63391113,-1.967569349999998
SCr-809,trout,1:5,30.60148048,
SCr-81,coho,1:1,37.3402214050293,-1.0205459594726562
SCr-81,coho,1:5,38.36076736450195,
SCr-81,trout,1:1,32.658523559570305,-2.2508621215820384
SCr-81,trout,1:5,34.909385681152344,
SCr-810,coho,1:1,,
SCr-810,coho,1:5,38.17000961,
SCr-810,trout,1:1,30.4272747,-2.2410869600000005
SCr-810,trout,1:5,32.66836166,
SCr-811,coho,1:1,34.89833832,-3.506195069999997
SCr-811,coho,1:5,38.40453339,
SCr-811,trout,1:1,30.79917336,-2.56328392
SCr-811,trout,1:5,33.36245728,
SCr-812,coho,1:1,38.49086761,2.220928190000002
SCr-812,coho,1:5,36.26993942,
SCr-812,trout,1:1,30.77402687,-1.2567501099999987
SCr-812,trout,1:5,32.03077698,
SCr-813,coho,1:1,,
SCr-813,coho,1:5,38.36825943,
SCr-813,trout,1:1,31.17917061,-1.583940499999997
SCr-813,trout,1:5,32.76311111,
SCr-814,coho,1:1,35.0163269,-0.7951011699999952
SCr-814,coho,1:5,35.81142807,
SCr-814,trout,1:1,28.48149681,-1.846607210000002
SCr-814,trout,1:5,30.32810402,
SCr-815,coho,1:1,33.92372513,-2.114395139999999
SCr-815,coho,1:5,36.03812027,
SCr-815,trout,1:1,28.21917725,-2.1591091099999993
SCr-815,trout,1:5,30.37828636,
SCr-816,coho,1:1,33.50590897,-2.522533410000001
SCr-816,coho,1:5,36.02844238,
SCr-816,trout,1:1,29.20657921,-2.5526962299999987
SCr-816,trout,1:5,31.75927544,
SCr-817,coho,1:1,36.24762726,-0.9475097599999955
SCr-817,coho,1:5,37.19513702,
SCr-817,trout,1:1,32.08298111,-2.3928604100000044
SCr-817,trout,1:5,34.47584152,
SCr-818,coho,1:1,33.2405014,-2.478572849999999
SCr-818,coho,1:5,35.71907425,
SCr-818,trout,1:1,28.05403328,-2.4049282100000013
SCr-818,trout,1:5,30.45896149,
SCr-819,coho,1:1,34.42472839,-1.3561286999999993
SCr-819,coho,1:5,35.78085709,
SCr-819,trout,1:1,29.4250927,-1.9004707299999986
SCr-819,trout,1:5,31.32556343,
SCr-82,coho,1:1,,
SCr-82,coho,1:5,37.75174331665039,
SCr-82,trout,1:1,36.26448059082031,2.6125450134277344
SCr-82,trout,1:5,33.65193557739258,
SCr-820,coho,1:1,33.34007645,-2.1907844500000024
SCr-820,coho,1:5,35.5308609,
SCr-820,trout,1:1,28.6920166,-1.8199749000000018
SCr-820,trout,1:5,30.5119915,
SCr-821,coho,1:1,33.28955078,-2.4520988499999987
SCr-821,coho,1:5,35.74164963,
SCr-821,trout,1:1,27.84849358,-2.2665653200000015
SCr-821,trout,1:5,30.1150589,
SCr-822,coho,1:1,,
SCr-822,coho,1:5,37.09667587,
SCr-822,trout,1:1,30.31131744,-1.8505325399999997
SCr-822,trout,1:5,32.16184998,
SCr-823,coho,1:1,34.96302795,-3.4480209399999993
SCr-823,coho,1:5,38.41104889,
SCr-823,trout,1:1,29.92609978,-2.538732529999997
SCr-823,trout,1:5,32.46483231,
SCr-824,coho,1:1,33.07333374,-2.6678581199999982
SCr-824,coho,1:5,35.74119186,
SCr-824,trout,1:1,26.58223724,-1.9863834399999973
SCr-824,trout,1:5,28.56862068,
SCr-825,coho,1:1,34.15293503,-2.7645263699999987
SCr-825,coho,1:5,36.9174614,
SCr-825,trout,1:1,29.39508057,-2.30573463
SCr-825,trout,1:5,31.7008152,
SCr-826,coho,1:1,33.7193718,-2.5204734799999997
SCr-826,coho,1:5,36.23984528,
SCr-826,trout,1:1,29.83888054,-2.190893169999999
SCr-826,trout,1:5,32.02977371,
SCr-827,coho,1:1,33.3021698,-2.215053560000001
SCr-827,coho,1:5,35.51722336,
SCr-827,trout,1:1,23.99062347,-3.2618484500000022
SCr-827,trout,1:5,27.25247192,
SCr-828,coho,1:1,,
SCr-828,coho,1:5,37.71352005,
SCr-828,trout,1:1,29.29556847,-2.045166009999999
SCr-828,trout,1:5,31.34073448,
SCr-829,coho,1:1,33.00369263,-1.964412689999996
SCr-829,coho,1:5,34.96810532,
SCr-829,trout,1:1,27.3144989,-2.27313423
SCr-829,trout,1:5,29.58763313,
SCr-83,coho,1:1,37.72193908691406,-2.1060104370117188
SCr-83,coho,1:5,39.82794952392578,
SCr-83,trout,1:1,33.703357696533196,-2.8172988891601634
SCr-83,trout,1:5,36.52065658569336,
SCr-830,coho,1:1,33.04915237,-1.6791000400000016
SCr-830,coho,1:5,34.72825241,
SCr-830,trout,1:1,29.77091789,-2.1923217800000003
SCr-830,trout,1:5,31.96323967,
SCr-831,coho,1:1,,
SCr-831,coho,1:5,,
SCr-831,trout,1:1,33.1360054,-2.5518112199999976
SCr-831,trout,1:5,35.68781662,
SCr-832,coho,1:1,37.17159271,-2.6151084900000043
SCr-832,coho,1:5,39.7867012,
SCr-832,trout,1:1,34.65544128,-2.7295761200000044
SCr-832,trout,1:5,37.3850174,
SCr-833,coho,1:1,36.84184647,-2.6659927300000064
SCr-833,coho,1:5,39.50783920000001,
SCr-833,trout,1:1,30.18558502,-2.5340461799999936
SCr-833,trout,1:5,32.719631199999995,
SCr-834,coho,1:1,38.07116699,-1.0954666199999963
SCr-834,coho,1:5,39.16663361,
SCr-834,trout,1:1,33.50263596,-2.2122306799999976
SCr-834,trout,1:5,35.71486664,
SCr-835,coho,1:1,35.60661697,-1.6926345900000044
SCr-835,coho,1:5,37.29925156,
SCr-835,trout,1:1,31.40510368,-2.167943959999999
SCr-835,trout,1:5,33.57304764,
SCr-836,coho,1:1,34.7842865,-1.8514518699999982
SCr-836,coho,1:5,36.63573837,
SCr-836,trout,1:1,31.70136452,-2.136739730000002
SCr-836,trout,1:5,33.83810425,
SCr-837,coho,1:1,37.05228424,
SCr-837,coho,1:5,,
SCr-837,trout,1:1,31.68849373,-2.1334819799999956
SCr-837,trout,1:5,33.82197571,
SCr-838,coho,1:1,35.06712723,-2.309776300000003
SCr-838,coho,1:5,37.37690353,
SCr-838,trout,1:1,31.02767372,-2.37161446
SCr-838,trout,1:5,33.39928818,
SCr-839,coho,1:1,37.25931168,
SCr-839,coho,1:5,,
SCr-839,trout,1:1,32.49494934,-2.5525703400000026
SCr-839,trout,1:5,35.04751968,
SCr-84,coho,1:1,33.77905655,-2.6548843400000024
SCr-84,coho,1:5,36.43394089,
SCr-84,trout,1:1,29.60288811,-2.082170480000002
SCr-84,trout,1:5,31.68505859,
SCr-840,coho,1:1,37.90202713,-0.8348197899999974
SCr-840,coho,1:5,38.73684692,
SCr-840,trout,1:1,36.90603256,-0.7756652899999992
SCr-840,trout,1:5,37.68169785,
SCr-841,coho,1:1,35.9217186,-3.415908810000005
SCr-841,coho,1:5,39.33762741,
SCr-841,trout,1:1,32.43121719,-1.9666519200000039
SCr-841,trout,1:5,34.39786911,
SCr-842,coho,1:1,36.63134766,-1.9269676199999992
SCr-842,coho,1:5,38.55831528,
SCr-842,trout,1:1,31.27396393,-2.4904365499999983
SCr-842,trout,1:5,33.76440048,
SCr-843,coho,1:1,36.61703873,-1.2608871400000012
SCr-843,coho,1:5,37.87792587,
SCr-843,trout,1:1,30.92506409,-2.3527984600000025
SCr-843,trout,1:5,33.27786255,
SCr-844,coho,1:1,34.50793076,-2.7747840799999963
SCr-844,coho,1:5,37.28271484,
SCr-844,trout,1:1,30.6758728,-2.211914069999999
SCr-844,trout,1:5,32.88778687,
SCr-845,coho,1:1,36.03830338,-2.1614150999999993
SCr-845,coho,1:5,38.19971848,
SCr-845,trout,1:1,32.18612671,-2.5039367699999957
SCr-845,trout,1:5,34.69006348,
SCr-846,coho,1:1,,
SCr-846,coho,1:5,33.346656800000005,
SCr-846,trout,1:1,34.60476303,-2.6113471999999973
SCr-846,trout,1:5,37.21611023,
SCr-847,coho,1:1,36.67944717,-1.6974487299999979
SCr-847,coho,1:5,38.3768959,
SCr-847,trout,1:1,34.74584579,-1.7560615600000062
SCr-847,trout,1:5,36.50190735,
SCr-848,coho,1:1,33.5309906,-3.048412319999997
SCr-848,coho,1:5,36.57940292,
SCr-848,trout,1:1,32.57049561,-2.4010734499999984
SCr-848,trout,1:5,34.97156906,
SCr-849,coho,1:1,35.2093277,-3.0141258199999967
SCr-849,coho,1:5,38.22345352,
SCr-849,trout,1:1,33.02021027,-2.8616981500000023
SCr-849,trout,1:5,35.88190842,
SCr-85,coho,1:1,35.62281799316406,-3.1235923767089844
SCr-85,coho,1:5,38.74641036987305,
SCr-85,trout,1:1,32.744537353515625,-2.716094970703125
SCr-85,trout,1:5,35.46063232421875,
SCr-850,coho,1:1,35.4278183,-2.0164222699999996
SCr-850,coho,1:5,37.44424057,
SCr-850,trout,1:1,32.93085861,-2.5636978200000016
SCr-850,trout,1:5,35.49455643,
SCr-851,coho,1:1,32.07990646,-2.8611793600000013
SCr-851,coho,1:5,34.94108582,
SCr-851,trout,1:1,31.545784,-2.421566009999996
SCr-851,trout,1:5,33.96735001,
SCr-852,coho,1:1,35.27349091,-1.5147819499999997
SCr-852,coho,1:5,36.78827286,
SCr-852,trout,1:1,33.36942673,-2.8974075300000024
SCr-852,trout,1:5,36.26683426,
SCr-853,coho,1:1,35.53550339,-1.6270294199999995
SCr-853,coho,1:5,37.16253281,
SCr-853,trout,1:1,33.07770157,-2.0833892799999987
SCr-853,trout,1:5,35.16109085,
SCr-854,coho,1:1,33.64756393,-2.39694214
SCr-854,coho,1:5,36.04450607,
SCr-854,trout,1:1,33.17813492,-2.0896453800000003
SCr-854,trout,1:5,35.2677803,
SCr-855,coho,1:1,,
SCr-855,coho,1:5,,
SCr-855,trout,1:1,,
SCr-855,trout,1:5,,
SCr-856,coho,1:1,,
SCr-856,coho,1:5,,
SCr-856,trout,1:1,,
SCr-856,trout,1:5,,
SCr-857,coho,1:1,,
SCr-857,coho,1:5,,
SCr-857,trout,1:1,,
SCr-857,trout,1:5,,
SCr-86,coho,1:1,36.42561721801758,-1.4216346740722656
SCr-86,coho,1:5,37.847251892089844,
SCr-86,trout,1:1,32.590770721435554,-1.6872024536132741
SCr-86,trout,1:5,34.27797317504883,
SCr-87,coho,1:1,37.28298950195313,-0.1852722167968679
SCr-87,coho,1:5,37.46826171875,
SCr-87,trout,1:1,33.9013671875,-0.612316131591804
SCr-87,trout,1:5,34.513683319091804,
SCr-88,coho,1:1,39.73079299926758,1.0531272888183594
SCr-88,coho,1:5,38.67766571044922,
SCr-88,trout,1:1,32.567516326904304,-2.2348785400390554
SCr-88,trout,1:5,34.80239486694336,
SCr-89,coho,1:1,35.74765396,-3.0841026299999967
SCr-89,coho,1:5,38.83175659,
SCr-89,trout,1:1,29.19709969,-1.7524623799999972
SCr-89,trout,1:5,30.94956207,
SCr-9,coho,1:1,39.04541016,
SCr-9,coho,1:5,,
SCr-9,trout,1:1,36.89453125,-0.5987319899999974
SCr-9,trout,1:5,37.49326324,
SCr-90,coho,1:1,35.97002029418945,-1.193267822265625
SCr-90,coho,1:5,37.16328811645508,
SCr-90,trout,1:1,32.269153594970696,-2.362194061279304
SCr-90,trout,1:5,34.63134765625,
SCr-91,coho,1:1,33.6428833,-2.288574220000001
SCr-91,coho,1:5,35.93145752,
SCr-91,trout,1:1,29.34466553,-2.058710099999999
SCr-91,trout,1:5,31.40337563,
SCr-92,coho,1:1,34.648941040039055,-2.389427185058601
SCr-92,coho,1:5,37.038368225097656,
SCr-92,trout,1:1,30.708650588989254,-2.5391407012939418
SCr-92,trout,1:5,33.247791290283196,
SCr-93,coho,1:1,39.70109176635742,2.7900047302246094
SCr-93,coho,1:5,36.91108703613281,
SCr-93,trout,1:1,35.22045516967773,1.1176300048828054
SCr-93,trout,1:5,34.10282516479492,
SCr-94,coho,1:1,36.07975387573242,-2.5961647033691406
SCr-94,coho,1:5,38.67591857910156,
SCr-94,trout,1:1,32.22072219848633,-2.527935028076172
SCr-94,trout,1:5,34.7486572265625,
SCr-95,coho,1:1,37.45496368408203,-0.928558349609375
SCr-95,coho,1:5,38.383522033691406,
SCr-95,trout,1:1,34.013137817382805,-2.3077468872070384
SCr-95,trout,1:5,36.320884704589844,
SCr-96,coho,1:1,35.89674377441406,-1.7066688537597656
SCr-96,coho,1:5,37.60341262817383,
SCr-96,trout,1:1,32.92071914672852,-2.334442138671868
SCr-96,trout,1:5,35.25516128540039,
SCr-97,coho,1:1,34.0080719,-1.641120910000005
SCr-97,coho,1:5,35.64919281,
SCr-97,trout,1:1,28.88456535,-1.8917102800000016
SCr-97,trout,1:5,30.77627563,
SCr-98,coho,1:1,,
SCr-98,coho,1:5,38.66992568969727,
SCr-98,trout,1:1,38.731353759765625,5.990550994873047
SCr-98,trout,1:5,32.74080276489258,
SCr-99,coho,1:1,36.15348434448242,-1.6059074401855469
SCr-99,coho,1:5,37.75939178466797,
SCr-99,trout,1:1,31.345083236694336,-1.8080730438232422
SCr-99,trout,1:5,33.15315628051758,
SCr-BCN-101719-15A,coho,1:1,32.55300521850586,
SCr-BCN-101719-15A,trout,1:1,28.87816429138184,
SCr-BCN-101719-15A7,coho,1:5,34.51209259033203,
SCr-BCN-101719-15A7,trout,1:5,31.072179794311523,
SCr-BCN-101719-15B,coho,1:1,,
SCr-BCN-101719-15B,coho,1:5,31.92062950134277,
SCr-BCN-101719-15B,trout,1:1,28.60576438903809,-2.447978973388672
SCr-BCN-101719-15B,trout,1:5,31.05374336242676,
SCr-BCN-101719-15C,coho,1:1,31.997377395629886,-2.560266494750973
SCr-BCN-101719-15C,coho,1:5,34.55764389038086,
SCr-BCN-101719-15C,trout,1:1,28.566993713378906,-2.260423660278324
SCr-BCN-101719-15C,trout,1:5,30.82741737365723,
SCr-BCN-101719-15D,coho,1:1,,
SCr-BCN-101719-15D,coho,1:5,,
SCr-BCN-101719-15D,trout,1:1,37.71780776977539,
SCr-BCN-101719-15D,trout,1:5,,
SCr-BCN-101719-16A,coho,1:1,30.98486137390137,-2.4845752716064347
SCr-BCN-101719-16A,coho,1:5,33.469436645507805,
SCr-BCN-101719-16A,trout,1:1,28.808115005493164,-2.2579002380371094
SCr-BCN-101719-16A,trout,1:5,31.066015243530273,
SCr-BCN-101719-16B,coho,1:1,30.768400192260746,-2.0423183441162003
SCr-BCN-101719-16B,coho,1:5,32.810718536376946,
SCr-BCN-101719-16B,trout,1:1,28.17543601989746,-2.415962219238285
SCr-BCN-101719-16B,trout,1:5,30.591398239135746,
SCr-BCN-101719-16C,coho,1:1,30.90241813659668,-2.1766338348388743
SCr-BCN-101719-16C,coho,1:5,33.079051971435554,
SCr-BCN-101719-16C,trout,1:1,28.353219985961914,-2.1824169158935547
SCr-BCN-101719-16C,trout,1:5,30.53563690185547,
SCr-BCN-101719-16D,coho,1:1,,
SCr-BCN-101719-16D,coho,1:5,,
SCr-BCN-101719-16D,trout,1:1,,
SCr-BCN-101719-16D,trout,1:5,,
SCr-BCN-101719-16E,coho,1:1,32.22118377685547,-2.5866279602050852
SCr-BCN-101719-16E,coho,1:5,34.807811737060554,
SCr-BCN-101719-16E,trout,1:1,30.30937194824219,-2.155838012695309
SCr-BCN-101719-16E,trout,1:5,32.4652099609375,
SCr-BCN-101719-16F,coho,1:1,33.234230041503906,-2.6206130981445312
SCr-BCN-101719-16F,coho,1:5,35.85484313964844,
SCr-BCN-101719-16F,trout,1:1,31.102277755737305,-2.456796646118164
SCr-BCN-101719-16F,trout,1:5,33.55907440185547,
SCr-BCN-101719-16G,coho,1:1,32.867977142333984,-2.5579986572265625
SCr-BCN-101719-16G,coho,1:5,35.42597579956055,
SCr-BCN-101719-16G,trout,1:1,30.75725555419922,-2.316638946533203
SCr-BCN-101719-16G,trout,1:5,33.07389450073242,
SCr-BCN-101719-17A,coho,1:1,27.5377254486084,
SCr-BCN-101719-17A,trout,1:1,28.21816062927246,
SCr-EB-102020,coho,1:1,,
SCr-EB-102020,coho,1:5,,
SCr-EB06,coho,1:1,,
SCr-EB06,coho,1:5,,
SCr-EB06,trout,1:1,,
SCr-EB06,trout,1:5,,
SCr-EB1,coho,1:1,,
SCr-EB1,coho,1:5,,
SCr-EB1,trout,1:1,,
SCr-EB1,trout,1:5,,
SCr-EB101,coho,1:1,,
SCr-EB101,coho,1:5,,
SCr-EB101,trout,1:1,,
SCr-EB101,trout,1:5,,
SCr-EB102,coho,1:1,,
SCr-EB102,coho,1:5,,
SCr-EB102,trout,1:1,,
SCr-EB102,trout,1:5,,
SCr-EB11,coho,1:1,,
SCr-EB11,coho,1:5,,
SCr-EB11,trout,1:1,,
SCr-EB11,trout,1:5,,
SCr-EB12,coho,1:1,,
SCr-EB12,coho,1:5,,
SCr-EB12,trout,1:1,,
SCr-EB12,trout,1:5,,
SCr-EB15,coho,1:1,,
SCr-EB15,coho,1:5,,
SCr-EB15,trout,1:1,,
SCr-EB15,trout,1:5,,
SCr-EB16,coho,1:1,,
SCr-EB16,coho,1:5,,
SCr-EB16,trout,1:1,,
SCr-EB16,trout,1:5,,
SCr-EB17,coho,1:1,,
SCr-EB17,coho,1:5,,
SCr-EB17,trout,1:1,,
SCr-EB17,trout,1:5,,
SCr-EB18,coho,1:1,,
SCr-EB18,coho,1:5,,
SCr-EB18,trout,1:1,,
SCr-EB18,trout,1:5,,
SCr-EB19,coho,1:1,,
SCr-EB19,coho,1:5,,
SCr-EB19,trout,1:1,,
SCr-EB19,trout,1:5,,
SCr-EB2,coho,1:1,32.98725510000001,
SCr-EB2,coho,1:5,,
SCr-EB2,trout,1:1,,
SCr-EB2,trout,1:5,,
SCr-EB20,coho,1:1,,
SCr-EB20,coho,1:5,,
SCr-EB20,trout,1:1,,
SCr-EB20,trout,1:5,,
SCr-EB201,coho,1:1,,
SCr-EB201,coho,1:5,,
SCr-EB201,trout,1:1,,
SCr-EB201,trout,1:5,,
SCr-EB202,coho,1:1,,
SCr-EB202,coho,1:5,,
SCr-EB202,trout,1:1,,
SCr-EB202,trout,1:5,,
SCr-EB204,coho,1:1,,
SCr-EB204,coho,1:5,,
SCr-EB204,trout,1:1,,
SCr-EB204,trout,1:5,,
SCr-EB205,coho,1:1,38.71916198730469,
SCr-EB205,coho,1:5,,
SCr-EB205,trout,1:1,,
SCr-EB205,trout,1:5,,
SCr-EB21,coho,1:1,,
SCr-EB21,coho,1:5,,
SCr-EB21,trout,1:1,,
SCr-EB21,trout,1:5,,
SCr-EB22,coho,1:1,,
SCr-EB22,coho,1:5,,
SCr-EB22,trout,1:1,,
SCr-EB22,trout,1:5,,
SCr-EB23,coho,1:1,,
SCr-EB23,coho,1:5,,
SCr-EB23,trout,1:1,,
SCr-EB23,trout,1:5,,
SCr-EB24,coho,1:1,,
SCr-EB24,trout,1:1,,
SCr-EB26,coho,1:1,,
SCr-EB26,coho,1:5,,
SCr-EB26,trout,1:1,,
SCr-EB26,trout,1:5,,
SCr-EB3,coho,1:1,,
SCr-EB3,coho,1:5,,
SCr-EB3,trout,1:1,,
SCr-EB3,trout,1:5,,
SCr-EB4,coho,1:1,,
SCr-EB4,coho,1:5,,
SCr-EB4,trout,1:1,,
