sample_mid,sample_wake,sample_start,sample_end,sample_duration,vol_target,vol_actual,vol_diff,lab_field,id,ESP,log_file,sample_rate,date,hour,morn_midday_eve,deployment
2019-04-22 17:35:44,2019-04-22 17:04:36,2019-04-22 17:10:14,2019-04-22 18:01:13,50.98,2000,850.1,1149.9,deployed,SCr-88,Waldo,Waldo_2019_Scott_Creek_20210223.csv,16.675166732051785,2019-04-22,18,2,1
2019-04-23 05:27:43,2019-04-23 05:04:38,2019-04-23 05:10:16,2019-04-23 05:45:11,34.9,2000,349.9,1650.1,deployed,SCr-89,Waldo,Waldo_2019_Scott_Creek_20210223.csv,10.025787965616045,2019-04-23,5,0,1
2019-04-23 11:38:19,2019-04-23 11:04:38,2019-04-23 11:10:16,2019-04-23 12:06:23,56.1,2000,825.1,1174.9,deployed,SCr-90,Waldo,Waldo_2019_Scott_Creek_20210223.csv,14.707664884135472,2019-04-23,12,1,1
2019-04-23 17:37:50,2019-04-23 17:04:36,2019-04-23 17:10:14,2019-04-23 18:05:27,55.22,2000,875.1,1124.9,deployed,SCr-91,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.847519014849693,2019-04-23,18,2,1
2019-04-24 05:33:05,2019-04-24 05:04:39,2019-04-24 05:10:17,2019-04-24 05:55:54,45.6,2000,699.9,1300.1,deployed,SCr-92,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.348684210526315,2019-04-24,6,0,1
2019-04-24 11:35:08,2019-04-24 11:04:37,2019-04-24 11:10:16,2019-04-24 12:00:01,49.73,2000,775.1,1224.9,deployed,SCr-93,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.586165292579933,2019-04-24,12,1,1
2019-04-24 17:36:43,2019-04-24 17:04:36,2019-04-24 17:10:17,2019-04-24 18:03:09,52.87,2000,850.1,1149.9,deployed,SCr-94,Waldo,Waldo_2019_Scott_Creek_20210223.csv,16.079061849820317,2019-04-24,18,2,1
2019-04-25 05:34:28,2019-04-25 05:04:49,2019-04-25 05:10:28,2019-04-25 05:58:27,47.98,2000,400.0,1600.0,deployed,SCr-95,Waldo,Waldo_2019_Scott_Creek_20210223.csv,8.336807002917883,2019-04-25,6,0,1
2019-04-25 11:33:26,2019-04-25 11:04:33,2019-04-25 11:10:13,2019-04-25 11:56:39,46.43,2000,800.1,1199.9,deployed,SCr-96,Waldo,Waldo_2019_Scott_Creek_20210223.csv,17.232392849450786,2019-04-25,12,1,1
2019-04-25 17:35:28,2019-04-25 17:03:58,2019-04-25 17:09:36,2019-04-25 18:01:22,51.75,2000,825.0,1175.0,deployed,SCr-97,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.942028985507246,2019-04-25,18,2,1
2019-04-26 05:32:11,2019-04-26 05:04:42,2019-04-26 05:10:24,2019-04-26 05:53:58,43.57,2000,750.0,1250.0,deployed,SCr-98,Waldo,Waldo_2019_Scott_Creek_20210223.csv,17.213679137020886,2019-04-26,6,0,1
2019-04-26 11:33:36,2019-04-26 11:04:43,2019-04-26 11:10:23,2019-04-26 11:56:49,46.43,2000,850.0,1150.0,deployed,SCr-99,Waldo,Waldo_2019_Scott_Creek_20210223.csv,18.307129011415032,2019-04-26,12,1,1
2019-04-26 17:36:53,2019-04-26 17:04:37,2019-04-26 17:10:16,2019-04-26 18:03:30,53.23,2000,875.1,1124.9,deployed,SCr-100,Waldo,Waldo_2019_Scott_Creek_20210223.csv,16.439977456321625,2019-04-26,18,2,1
2019-04-27 05:14:18,2019-04-27 04:44:40,2019-04-27 04:50:19,2019-04-27 05:38:17,47.95,2000,400.0,1600.0,deployed,SCr-101,Waldo,Waldo_2019_Scott_Creek_20210223.csv,8.342022940563085,2019-04-27,5,0,1
2019-04-27 11:13:36,2019-04-27 10:44:33,2019-04-27 10:50:12,2019-04-27 11:37:00,46.78,2000,825.1,1174.9,deployed,SCr-102,Waldo,Waldo_2019_Scott_Creek_20210223.csv,17.637879435656263,2019-04-27,11,1,1
2019-04-27 17:12:52,2019-04-27 16:44:39,2019-04-27 16:50:18,2019-04-27 17:35:27,45.15,2000,800.1,1199.9,deployed,SCr-103,Waldo,Waldo_2019_Scott_Creek_20210223.csv,17.72093023255814,2019-04-27,17,2,1
2019-04-28 05:13:24,2019-04-28 04:44:51,2019-04-28 04:50:32,2019-04-28 05:36:17,45.75,2000,825.0,1175.0,deployed,SCr-104,Waldo,Waldo_2019_Scott_Creek_20210223.csv,18.0327868852459,2019-04-28,5,0,1
2019-04-28 11:17:48,2019-04-28 10:44:34,2019-04-28 10:50:18,2019-04-28 11:45:18,55.0,2000,825.1,1174.9,deployed,SCr-105,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.001818181818182,2019-04-28,11,1,1
