"Plot Title: RLSM"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309218, SEN S/N: 20309218)","Event, units (LGR S/N: 20309218, SEN S/N: 20309218)","Coupler Attached (LGR S/N: 20309218)","Host Connected (LGR S/N: 20309218)","Stopped (LGR S/N: 20309218)","End Of File (LGR S/N: 20309218)"
461,04/20/19 12:00:00 PM,61.054,,,,,
462,04/20/19 01:00:00 PM,61.912,,,,,
463,04/20/19 02:00:00 PM,60.539,,,,,
464,04/20/19 03:00:00 PM,67.050,,,,,
465,04/20/19 04:00:00 PM,64.310,,,,,
466,04/20/19 05:00:00 PM,57.614,,,,,
467,04/20/19 06:00:00 PM,52.050,,,,,
468,04/20/19 07:00:00 PM,48.517,,,,,
469,04/20/19 08:00:00 PM,46.548,,,,,
470,04/20/19 09:00:00 PM,45.828,,,,,
471,04/20/19 09:34:47 PM,,0.79,,,,
472,04/20/19 10:00:00 PM,45.648,,,,,
473,04/20/19 11:00:00 PM,45.286,,,,,
474,04/21/19 12:00:00 AM,45.286,,,,,
475,04/21/19 01:00:00 AM,45.466,,,,,
476,04/21/19 02:00:00 AM,45.286,,,,,
477,04/21/19 03:00:00 AM,45.466,,,,,
478,04/21/19 04:00:00 AM,44.195,,,,,
479,04/21/19 05:00:00 AM,42.363,,,,,
480,04/21/19 06:00:00 AM,42.548,,,,,
481,04/21/19 07:00:00 AM,41.810,,,,,
482,04/21/19 08:00:00 AM,46.728,,,,,
483,04/21/19 09:00:00 AM,52.576,,,,,
484,04/21/19 10:00:00 AM,62.769,,,,,
485,04/21/19 11:00:00 AM,73.062,,,,,
486,04/21/19 12:00:00 PM,80.206,,,,,
487,04/21/19 01:00:00 PM,83.757,,,,,
488,04/21/19 02:00:00 PM,85.735,,,,,
489,04/21/19 03:00:00 PM,84.834,,,,,
490,04/21/19 04:00:00 PM,76.181,,,,,
491,04/21/19 05:00:00 PM,68.934,,,,,
492,04/21/19 06:00:00 PM,60.883,,,,,
493,04/21/19 07:00:00 PM,56.230,,,,,
494,04/21/19 08:00:00 PM,51.172,,,,,
495,04/21/19 09:00:00 PM,48.695,,,,,
496,04/21/19 10:00:00 PM,48.871,,,,,
497,04/21/19 11:00:00 PM,49.050,,,,,
498,04/22/19 12:00:00 AM,49.582,,,,,
499,04/22/19 01:00:00 AM,50.643,,,,,
500,04/22/19 02:00:00 AM,48.160,,,,,
501,04/22/19 03:00:00 AM,49.228,,,,,
502,04/22/19 04:00:00 AM,49.759,,,,,
503,04/22/19 05:00:00 AM,49.759,,,,,
504,04/22/19 06:00:00 AM,49.228,,,,,
505,04/22/19 07:00:00 AM,50.290,,,,,
506,04/22/19 08:00:00 AM,52.225,,,,,
507,04/22/19 09:00:00 AM,60.883,,,,,
508,04/22/19 10:00:00 AM,70.651,,,,,
509,04/22/19 11:00:00 AM,83.043,,,,,
510,04/22/19 12:00:00 PM,91.800,,,,,
511,04/22/19 01:00:00 PM,97.331,,,,,
512,04/22/19 02:00:00 PM,98.699,,,,,
