Block Type,96well,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,
Experiment File Name,Z:\Scott_Creek\qpcr\chloe temp\20210301_Scott_Creek_Okitsuch_P3.eds,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-03-01 15:20:15 PM PDT,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments
G2,,O.kitsuch,STANDARD,FAM,NFQ-MGB,37.18002319,37.2999382,0.440000981,5,,,FALSE,0.1,TRUE,3,33,
G3,,O.kitsuch,STANDARD,FAM,NFQ-MGB,36.93232346,37.2999382,0.440000981,5,,,FALSE,0.1,TRUE,3,33,
G4,SCr-291,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.11764908,35.18172073,0.328257918,38.94960785,37.88822174,8.316053391,FALSE,0.1,TRUE,3,31,
G5,SCr-291,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,34.89022446,35.18172073,0.328257918,45.62262726,37.88822174,8.316053391,FALSE,0.1,TRUE,3,31,
G6,SCr-291,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.53729248,35.18172073,0.328257918,29.09243202,37.88822174,8.316053391,FALSE,0.1,TRUE,3,30,
G7,SCr-291-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.96702957,37.13483047,1.306364417,21.57788467,12.17102528,9.021508217,FALSE,0.1,TRUE,3,32,
G8,SCr-291-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.54563522,37.13483047,1.306364417,3.591921329,12.17102528,9.021508217,FALSE,0.1,TRUE,3,35,
G9,SCr-291-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,36.89183426,37.13483047,1.306364417,11.34326935,12.17102528,9.021508217,FALSE,0.1,TRUE,3,33,
G10,SCr-296,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,34.51711655,34.82390213,0.40001753,59.13582611,48.96136475,12.59066963,FALSE,0.1,TRUE,3,31,
G11,SCr-296,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.27633667,34.82390213,0.40001753,34.88051605,48.96136475,12.59066963,FALSE,0.1,TRUE,3,32,
G12,SCr-296,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,34.67825317,34.82390213,0.40001753,52.86776352,48.96136475,12.59066963,FALSE,0.1,TRUE,3,31,
H1,,O.kitsuch,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,34,
H2,,O.kitsuch,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,34,
H3,,O.kitsuch,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,34,
H4,SCr-292,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
H5,SCr-292,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
H6,SCr-292,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
H7,SCr-292-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.56848526,38.91488266,0.397015035,3.535302877,2.847570419,0.745191693,FALSE,0.1,TRUE,3,34,
H8,SCr-292-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,39.34813309,38.91488266,0.397015035,2.055844069,2.847570419,0.745191693,FALSE,0.1,TRUE,3,34,
H9,SCr-292-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.828022,38.91488266,0.397015035,2.951564312,2.847570419,0.745191693,FALSE,0.1,TRUE,3,34,
H10,SCr-296-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.24215698,36.5845871,1.443258882,4.43578577,18.22976494,12.22606754,FALSE,0.1,TRUE,3,34,
H11,SCr-296-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.90527725,36.5845871,1.443258882,22.52458191,18.22976494,12.22606754,FALSE,0.1,TRUE,3,31,
H12,SCr-296-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.60632706,36.5845871,1.443258882,27.72892952,18.22976494,12.22606754,FALSE,0.1,TRUE,3,32,
